GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,AF43E001,AF43E002,AF43E003,AF43E004,AF43E005,AF43E006,AF43E007,AF43E008,NAME_M,AF2LM001,AF2UM001,AF2UM002,AF2UM003,AF2UM004,AF2UM005,AF2UM006,AF2UM007,AF2UM008,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021,AF43M001,AF43M002,AF43M003,AF43M004,AF43M005,AF43M006,AF43M007,AF43M008
"G09001106964004","2012-2016",,,"Connecticut","09","New London County","011",,,"696400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6964, New London County, Connecticut",1671,1671,1537,1065,320,0,66,0,0,86,0,86,134,61,0,0,0,0,0,73,54,19,1657,0,221,102,54,117,108,1055,"Block Group 4, Census Tract 6964, New London County, Connecticut",403,403,401,267,257,12,116,12,12,105,12,105,110,70,12,12,12,12,12,83,77,33,396,12,164,82,71,77,111,379
"G09001106964005","2012-2016",,,"Connecticut","09","New London County","011",,,"696400","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6964, New London County, Connecticut",1342,1342,1270,606,131,0,0,0,0,533,0,533,72,12,0,0,0,0,60,0,0,0,1342,117,407,91,272,0,0,455,"Block Group 5, Census Tract 6964, New London County, Connecticut",364,364,362,241,94,12,12,12,12,322,12,322,114,21,12,12,12,12,112,12,12,12,364,148,304,145,222,12,12,216
"G09001106965001","2012-2016",,,"Connecticut","09","New London County","011",,,"696500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6965, New London County, Connecticut",1374,1374,1288,964,128,0,2,0,0,194,0,194,86,21,0,0,0,0,0,65,0,65,1351,33,190,63,0,118,9,938,"Block Group 1, Census Tract 6965, New London County, Connecticut",300,300,272,263,81,12,5,12,12,114,12,114,112,27,12,12,12,12,12,85,12,85,290,33,117,88,12,126,16,279
"G09001106965002","2012-2016",,,"Connecticut","09","New London County","011",,,"696500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6965, New London County, Connecticut",777,777,755,708,16,0,14,0,0,17,0,17,22,0,0,0,0,0,22,0,0,0,777,82,13,23,11,47,0,601,"Block Group 2, Census Tract 6965, New London County, Connecticut",259,259,253,259,20,12,22,12,12,27,12,27,41,12,12,12,12,12,41,12,12,12,259,100,21,27,18,51,12,181
"G09001106965003","2012-2016",,,"Connecticut","09","New London County","011",,,"696500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6965, New London County, Connecticut",777,777,636,525,49,0,0,0,0,62,0,62,141,34,99,0,0,0,0,8,0,8,777,66,68,9,44,9,0,581,"Block Group 3, Census Tract 6965, New London County, Connecticut",250,250,200,177,53,12,12,12,12,60,12,60,164,49,156,12,12,12,12,13,12,13,250,58,67,15,71,15,12,229
"G09001106966001","2012-2016",,,"Connecticut","09","New London County","011",,,"696600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6966, New London County, Connecticut",2721,2721,2497,2009,249,0,183,0,0,56,0,56,224,89,0,46,0,0,84,5,5,0,2721,43,169,61,164,254,0,2030,"Block Group 1, Census Tract 6966, New London County, Connecticut",319,319,288,277,140,12,123,12,12,51,12,51,101,59,12,66,12,12,80,8,8,12,319,41,152,44,144,170,12,313
"G09001106966002","2012-2016",,,"Connecticut","09","New London County","011",,,"696600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6966, New London County, Connecticut",1036,1036,970,640,8,32,270,8,0,12,0,12,66,53,0,0,0,0,7,6,6,0,1036,16,0,10,12,0,36,962,"Block Group 2, Census Tract 6966, New London County, Connecticut",331,331,297,202,13,47,204,17,12,13,12,13,85,80,12,12,12,12,13,11,11,12,331,22,12,17,19,12,59,328
"G09001106967001","2012-2016",,,"Connecticut","09","New London County","011",,,"696700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6967, New London County, Connecticut",1658,1658,1344,955,178,0,111,0,0,100,0,100,314,267,0,0,0,0,31,16,16,0,1658,0,141,170,21,253,0,1073,"Block Group 1, Census Tract 6967, New London County, Connecticut",497,497,419,349,149,12,93,12,12,125,12,125,252,246,12,12,12,12,51,26,26,12,497,12,90,248,33,152,12,401
"G09001106967002","2012-2016",,,"Connecticut","09","New London County","011",,,"696700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6967, New London County, Connecticut",1975,1975,1931,1278,466,0,100,0,0,87,0,87,44,0,0,0,0,0,0,44,0,44,1975,49,539,56,186,15,0,1130,"Block Group 2, Census Tract 6967, New London County, Connecticut",570,570,570,607,342,12,113,12,12,107,12,107,60,12,12,12,12,12,12,60,12,60,570,48,474,54,153,23,12,444
"G09001106967003","2012-2016",,,"Connecticut","09","New London County","011",,,"696700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6967, New London County, Connecticut",2635,2635,1493,944,426,0,62,0,0,61,0,61,1142,434,123,0,0,0,88,497,0,497,2606,135,896,72,219,107,17,1160,"Block Group 3, Census Tract 6967, New London County, Connecticut",540,540,351,259,274,12,65,12,12,56,12,56,454,367,198,12,12,12,111,398,12,398,534,100,367,108,135,87,27,426
"G09001106968001","2012-2016",,,"Connecticut","09","New London County","011",,,"696800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6968, New London County, Connecticut",1149,1149,806,473,261,0,37,0,0,35,6,29,343,75,0,18,0,0,51,199,0,199,1145,78,98,174,101,121,72,501,"Block Group 1, Census Tract 6968, New London County, Connecticut",342,342,268,178,167,12,35,12,12,37,11,35,190,86,12,24,12,12,53,159,12,159,343,77,81,133,115,106,59,190
"G09001106968002","2012-2016",,,"Connecticut","09","New London County","011",,,"696800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6968, New London County, Connecticut",2432,2432,2033,1116,624,0,151,0,0,142,0,142,399,231,14,0,0,0,42,112,0,112,2423,150,404,130,60,262,228,1189,"Block Group 2, Census Tract 6968, New London County, Connecticut",416,416,418,320,317,12,128,12,12,108,12,108,173,133,22,12,12,12,66,127,12,127,415,100,309,142,55,187,138,313
"G09001106970001","2012-2016",,,"Connecticut","09","New London County","011",,,"697000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6970, New London County, Connecticut",3087,3087,2185,1706,94,54,209,0,0,122,10,112,902,761,0,0,0,0,45,96,1,95,3073,410,347,29,218,443,289,1337,"Block Group 1, Census Tract 6970, New London County, Connecticut",644,644,584,543,86,75,268,12,12,113,16,112,408,397,12,12,12,12,56,103,5,103,646,354,230,30,163,323,326,469
"G09001106970002","2012-2016",,,"Connecticut","09","New London County","011",,,"697000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6970, New London County, Connecticut",2189,2189,1847,1238,241,19,75,0,59,215,0,215,342,53,0,0,0,0,106,183,146,37,2078,196,107,32,35,23,0,1685,"Block Group 2, Census Tract 6970, New London County, Connecticut",592,592,581,445,316,30,77,12,91,139,12,139,273,56,12,12,12,12,125,210,202,61,590,269,116,30,40,28,12,561
"G09001107001001","2012-2016",,,"Connecticut","09","New London County","011",,,"700100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7001, New London County, Connecticut",1363,1363,1363,1357,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1363,8,49,22,168,43,0,1073,"Block Group 1, Census Tract 7001, New London County, Connecticut",272,272,272,271,12,12,12,12,12,11,12,11,12,12,12,12,12,12,12,12,12,12,272,12,50,22,228,56,12,240
"G09001107001002","2012-2016",,,"Connecticut","09","New London County","011",,,"700100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7001, New London County, Connecticut",2144,2144,2124,1469,122,38,382,0,0,113,0,113,20,20,0,0,0,0,0,0,0,0,2144,28,53,1,101,272,93,1596,"Block Group 2, Census Tract 7001, New London County, Connecticut",290,290,289,266,132,40,280,12,12,113,12,113,23,23,12,12,12,12,12,12,12,12,290,32,58,4,162,215,138,278
"G09001107001003","2012-2016",,,"Connecticut","09","New London County","011",,,"700100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7001, New London County, Connecticut",1209,1209,1187,944,0,0,8,0,0,235,0,235,22,22,0,0,0,0,0,0,0,0,1209,124,105,104,52,57,22,745,"Block Group 3, Census Tract 7001, New London County, Connecticut",252,252,243,185,12,12,12,12,12,197,12,197,34,34,12,12,12,12,12,12,12,12,252,170,97,85,76,54,35,166
"G09001107011001","2012-2016",,,"Connecticut","09","New London County","011",,,"701100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7011, New London County, Connecticut",2445,2445,2359,1831,169,15,66,0,0,278,0,278,86,17,0,0,0,0,69,0,0,0,2445,152,35,61,0,331,14,1852,"Block Group 1, Census Tract 7011, New London County, Connecticut",386,386,373,330,135,28,108,12,12,168,12,168,136,28,12,12,12,12,136,12,12,12,386,158,57,95,12,152,22,308
"G09001107011002","2012-2016",,,"Connecticut","09","New London County","011",,,"701100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7011, New London County, Connecticut",568,568,500,462,16,0,22,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,568,0,0,0,14,0,0,554,"Block Group 2, Census Tract 7011, New London County, Connecticut",204,204,177,176,27,12,33,12,12,12,12,12,81,81,12,12,12,12,12,12,12,12,204,12,12,12,22,12,12,212
"G09001107011003","2012-2016",,,"Connecticut","09","New London County","011",,,"701100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7011, New London County, Connecticut",1532,1532,1409,1078,0,0,133,0,0,198,0,198,123,47,0,0,0,0,16,60,16,44,1532,0,80,53,48,131,0,1220,"Block Group 3, Census Tract 7011, New London County, Connecticut",320,320,315,262,12,12,142,12,12,162,12,162,130,61,12,12,12,12,24,92,25,67,320,12,91,67,54,148,12,282
"G09001107011004","2012-2016",,,"Connecticut","09","New London County","011",,,"701100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7011, New London County, Connecticut",1415,1415,1184,1153,0,0,19,0,0,12,0,12,231,54,0,0,0,0,177,0,0,0,1398,15,0,76,2,4,0,1301,"Block Group 4, Census Tract 7011, New London County, Connecticut",272,272,261,262,12,12,29,12,12,18,12,18,192,65,12,12,12,12,182,12,12,12,265,23,12,118,5,6,12,272
"G09001107011005","2012-2016",,,"Connecticut","09","New London County","011",,,"701100","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7011, New London County, Connecticut",2065,2065,2041,1633,48,173,84,0,1,102,0,102,24,17,0,0,0,0,4,3,2,1,2051,4,0,23,15,36,13,1960,"Block Group 5, Census Tract 7011, New London County, Connecticut",379,379,372,363,51,67,69,12,4,97,12,97,31,32,12,12,12,12,6,4,3,2,380,6,12,27,19,41,20,389
"G09001107012001","2012-2016",,,"Connecticut","09","New London County","011",,,"701200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7012, New London County, Connecticut",900,900,860,769,25,8,0,0,58,0,0,0,40,40,0,0,0,0,0,0,0,0,900,0,18,0,0,8,0,874,"Block Group 1, Census Tract 7012, New London County, Connecticut",285,285,283,266,39,13,12,12,92,12,12,12,74,74,12,12,12,12,12,12,12,12,285,12,29,12,12,19,12,288
"G09001107012002","2012-2016",,,"Connecticut","09","New London County","011",,,"701200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7012, New London County, Connecticut",1240,1240,1240,1013,67,0,107,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,1224,0,25,4,150,0,0,1045,"Block Group 2, Census Tract 7012, New London County, Connecticut",267,267,267,250,89,12,57,12,12,41,12,41,12,12,12,12,12,12,12,12,12,12,259,12,37,6,226,12,12,257
"G09001107012003","2012-2016",,,"Connecticut","09","New London County","011",,,"701200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7012, New London County, Connecticut",1836,1836,1749,1602,33,0,44,0,0,70,0,70,87,87,0,0,0,0,0,0,0,0,1836,0,125,0,0,0,0,1711,"Block Group 3, Census Tract 7012, New London County, Connecticut",369,369,375,372,38,12,48,12,12,105,12,105,78,78,12,12,12,12,12,12,12,12,369,12,145,12,12,12,12,398
"G09001107012004","2012-2016",,,"Connecticut","09","New London County","011",,,"701200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7012, New London County, Connecticut",2000,2000,1809,1692,0,0,65,0,0,52,0,52,191,73,118,0,0,0,0,0,0,0,2000,21,93,38,71,0,0,1777,"Block Group 4, Census Tract 7012, New London County, Connecticut",348,348,332,323,12,12,84,12,12,76,12,76,128,59,138,12,12,12,12,12,12,12,348,32,140,64,90,12,12,332
"G09001107012005","2012-2016",,,"Connecticut","09","New London County","011",,,"701200","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7012, New London County, Connecticut",985,985,886,886,0,0,0,0,0,0,0,0,99,99,0,0,0,0,0,0,0,0,985,0,18,195,0,20,18,734,"Block Group 5, Census Tract 7012, New London County, Connecticut",338,338,277,277,12,12,12,12,12,12,12,12,168,168,12,12,12,12,12,12,12,12,338,12,28,232,12,32,29,278
"G09001107021001","2012-2016",,,"Connecticut","09","New London County","011",,,"702100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7021, New London County, Connecticut",1559,1559,1441,1324,35,0,60,0,11,11,0,11,118,99,19,0,0,0,0,0,0,0,1559,131,120,104,8,41,0,1155,"Block Group 1, Census Tract 7021, New London County, Connecticut",228,228,224,239,32,12,48,12,18,14,12,14,111,107,26,12,12,12,12,12,12,12,228,100,117,120,13,60,12,204
"G09001107021002","2012-2016",,,"Connecticut","09","New London County","011",,,"702100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7021, New London County, Connecticut",2926,2926,2618,2242,106,0,115,0,0,155,16,139,308,242,0,0,0,0,66,0,0,0,2926,34,17,19,22,125,49,2660,"Block Group 2, Census Tract 7021, New London County, Connecticut",300,300,304,281,100,12,73,12,12,108,23,108,257,247,12,12,12,12,95,12,12,12,300,30,23,16,26,96,44,324
"G09001107023001","2012-2016",,,"Connecticut","09","New London County","011",,,"702300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7023, New London County, Connecticut",1380,1380,1107,1032,33,0,33,0,0,9,0,9,273,116,0,0,13,0,95,49,19,30,1238,15,30,23,33,23,33,1081,"Block Group 1, Census Tract 7023, New London County, Connecticut",226,226,220,216,35,12,31,12,12,14,12,14,153,106,12,12,19,12,106,44,25,35,203,16,33,36,49,21,39,197
"G09001107023002","2012-2016",,,"Connecticut","09","New London County","011",,,"702300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7023, New London County, Connecticut",931,931,813,664,34,0,40,0,0,75,0,75,118,85,16,0,0,0,17,0,0,0,931,41,26,27,18,46,10,763,"Block Group 2, Census Tract 7023, New London County, Connecticut",260,260,263,228,30,12,36,12,12,73,12,73,78,66,25,12,12,12,25,12,12,12,260,63,39,43,27,44,11,265
"G09001107024001","2012-2016",,,"Connecticut","09","New London County","011",,,"702400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7024, New London County, Connecticut",855,855,797,527,68,0,188,0,0,14,0,14,58,7,0,0,0,0,29,22,22,0,855,35,10,47,20,0,21,722,"Block Group 1, Census Tract 7024, New London County, Connecticut",279,279,269,180,114,12,149,12,12,21,12,21,65,22,12,12,12,12,34,36,36,12,279,32,18,70,22,12,37,264
"G09001107024002","2012-2016",,,"Connecticut","09","New London County","011",,,"702400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7024, New London County, Connecticut",1583,1583,1545,1100,365,0,0,0,0,80,0,80,38,28,0,5,0,0,5,0,0,0,1578,7,72,44,0,66,0,1389,"Block Group 2, Census Tract 7024, New London County, Connecticut",406,406,401,204,370,12,12,12,12,87,12,87,43,33,12,10,12,12,8,12,12,12,407,11,88,49,12,65,12,413
"G09001107024003","2012-2016",,,"Connecticut","09","New London County","011",,,"702400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7024, New London County, Connecticut",1252,1252,1193,892,9,0,225,0,0,67,0,67,59,59,0,0,0,0,0,0,0,0,1229,33,59,45,9,23,20,1040,"Block Group 3, Census Tract 7024, New London County, Connecticut",306,306,296,285,14,12,143,12,12,53,12,53,63,63,12,12,12,12,12,12,12,12,301,30,42,55,16,34,21,307
"G09001107025001","2012-2016",,,"Connecticut","09","New London County","011",,,"702500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7025, New London County, Connecticut",2074,2074,1328,634,409,0,188,0,0,97,30,67,746,600,80,0,0,0,66,0,0,0,2074,714,180,363,52,28,0,737,"Block Group 1, Census Tract 7025, New London County, Connecticut",280,280,285,199,213,12,94,12,12,50,38,49,246,235,81,12,12,12,66,12,12,12,280,268,129,245,64,45,12,214
"G09001107025002","2012-2016",,,"Connecticut","09","New London County","011",,,"702500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7025, New London County, Connecticut",2351,2351,1930,1729,31,0,0,0,29,141,0,141,421,80,53,0,0,0,288,0,0,0,2351,79,17,297,143,117,17,1681,"Block Group 2, Census Tract 7025, New London County, Connecticut",324,324,340,326,52,12,12,12,49,133,12,133,260,84,68,12,12,12,259,12,12,12,324,74,30,265,120,109,28,338
"G09001107026001","2012-2016",,,"Connecticut","09","New London County","011",,,"702600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7026, New London County, Connecticut",1125,1125,1108,1020,14,0,36,0,0,38,0,38,17,0,7,0,0,0,10,0,0,0,1125,4,28,6,58,11,26,992,"Block Group 1, Census Tract 7026, New London County, Connecticut",113,113,112,115,25,12,29,12,12,43,12,43,17,12,12,12,12,12,12,12,12,12,113,6,29,9,74,16,23,129
"G09001107027001","2012-2016",,,"Connecticut","09","New London County","011",,,"702700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7027, New London County, Connecticut",1672,1672,1502,1230,25,73,110,0,0,64,10,54,170,104,0,0,0,0,37,29,0,29,1516,50,13,232,110,303,0,808,"Block Group 1, Census Tract 7027, New London County, Connecticut",356,356,343,303,32,80,117,12,12,62,16,50,133,86,12,12,12,12,58,49,12,49,347,50,20,139,77,252,12,262
"G09001107027002","2012-2016",,,"Connecticut","09","New London County","011",,,"702700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7027, New London County, Connecticut",2790,2790,2423,1868,7,39,386,0,9,114,0,114,367,273,0,0,0,0,49,45,15,30,2762,48,56,20,6,335,30,2267,"Block Group 2, Census Tract 7027, New London County, Connecticut",379,379,347,297,14,43,182,12,15,137,12,137,256,241,12,12,12,12,58,52,24,48,377,43,60,30,10,235,48,360
"G09001107027003","2012-2016",,,"Connecticut","09","New London County","011",,,"702700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7027, New London County, Connecticut",597,597,565,456,14,9,86,0,0,0,0,0,32,16,0,0,0,0,16,0,0,0,597,0,36,60,50,68,47,336,"Block Group 3, Census Tract 7027, New London County, Connecticut",209,209,209,136,21,15,109,12,12,12,12,12,36,24,12,12,12,12,25,12,12,12,209,12,34,42,45,52,50,201
"G09001107028001","2012-2016",,,"Connecticut","09","New London County","011",,,"702800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7028, New London County, Connecticut",2451,2451,2082,1047,252,18,648,0,0,117,0,117,369,105,0,0,0,0,249,15,15,0,2451,114,351,32,0,398,23,1533,"Block Group 1, Census Tract 7028, New London County, Connecticut",356,356,333,266,180,23,344,12,12,126,12,126,250,82,12,12,12,12,243,22,22,12,356,88,239,38,12,256,35,354
"G09001107028002","2012-2016",,,"Connecticut","09","New London County","011",,,"702800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7028, New London County, Connecticut",1764,1764,1726,1331,32,0,236,0,0,127,8,119,38,37,0,0,0,0,1,0,0,0,1764,1,151,59,40,23,0,1490,"Block Group 2, Census Tract 7028, New London County, Connecticut",324,324,324,256,48,12,168,12,12,95,14,94,39,39,12,12,12,12,2,12,12,12,324,2,152,44,35,16,12,293
"G09001107029001","2012-2016",,,"Connecticut","09","New London County","011",,,"702900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7029, New London County, Connecticut",1151,1151,1138,1109,1,0,0,0,0,28,0,28,13,0,0,0,0,0,13,0,0,0,1151,9,91,34,10,0,0,1007,"Block Group 1, Census Tract 7029, New London County, Connecticut",130,130,122,127,2,12,12,12,12,25,12,25,19,12,12,12,12,12,19,12,12,12,130,13,56,30,11,12,12,138
"G09001107029002","2012-2016",,,"Connecticut","09","New London County","011",,,"702900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7029, New London County, Connecticut",790,790,734,713,2,0,0,0,0,19,0,19,56,55,0,0,0,0,1,0,0,0,785,19,0,0,0,6,0,760,"Block Group 2, Census Tract 7029, New London County, Connecticut",143,143,134,130,3,12,12,12,12,29,12,29,34,33,12,12,12,12,2,12,12,12,142,30,12,12,12,9,12,147
"G09001107029003","2012-2016",,,"Connecticut","09","New London County","011",,,"702900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7029, New London County, Connecticut",477,477,461,461,0,0,0,0,0,0,0,0,16,13,0,0,0,0,3,0,0,0,477,15,9,11,3,7,0,432,"Block Group 3, Census Tract 7029, New London County, Connecticut",81,81,82,82,12,12,12,12,12,12,12,12,18,18,12,12,12,12,5,12,12,12,81,15,9,18,4,10,12,81
"G09001107030001","2012-2016",,,"Connecticut","09","New London County","011",,,"703000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7030, New London County, Connecticut",1109,1109,1091,1038,0,0,20,0,0,33,9,24,18,12,0,0,0,0,6,0,0,0,1109,38,0,44,114,10,0,903,"Block Group 1, Census Tract 7030, New London County, Connecticut",177,177,177,186,12,12,23,12,12,30,14,27,22,19,12,12,12,12,10,12,12,12,177,41,12,49,82,14,12,165
"G09001107030002","2012-2016",,,"Connecticut","09","New London County","011",,,"703000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7030, New London County, Connecticut",1573,1573,1507,1478,29,0,0,0,0,0,0,0,66,48,0,0,0,0,9,9,9,0,1573,72,47,38,57,50,9,1300,"Block Group 2, Census Tract 7030, New London County, Connecticut",245,245,238,230,41,12,12,12,12,12,12,12,81,73,12,12,12,12,15,16,16,12,245,80,60,40,72,70,14,233
"G09001107030003","2012-2016",,,"Connecticut","09","New London County","011",,,"703000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7030, New London County, Connecticut",1069,1069,1046,1026,0,0,20,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,972,84,16,8,8,15,0,841,"Block Group 3, Census Tract 7030, New London County, Connecticut",165,165,161,160,12,12,23,12,12,12,12,12,26,26,12,12,12,12,12,12,12,12,163,59,18,13,12,18,12,159
