GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,AF43E001,AF43E002,AF43E003,AF43E004,AF43E005,AF43E006,AF43E007,AF43E008,NAME_M,AF2LM001,AF2UM001,AF2UM002,AF2UM003,AF2UM004,AF2UM005,AF2UM006,AF2UM007,AF2UM008,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021,AF43M001,AF43M002,AF43M003,AF43M004,AF43M005,AF43M006,AF43M007,AF43M008
"G09000101052002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"105200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1052, Fairfield County, Connecticut",1944,1944,1777,1692,0,0,70,0,0,15,0,15,167,160,0,0,7,0,0,0,0,0,1944,47,42,20,0,38,0,1797,"Block Group 2, Census Tract 1052, Fairfield County, Connecticut",225,225,274,269,12,12,58,12,12,17,12,17,152,150,12,12,11,12,12,12,12,12,225,51,49,34,12,43,12,252
"G09000101101001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1101, Fairfield County, Connecticut",1060,1060,978,928,8,0,38,0,0,4,0,4,82,78,0,0,0,0,4,0,0,0,943,142,86,39,17,78,0,581,"Block Group 1, Census Tract 1101, Fairfield County, Connecticut",180,180,188,183,13,12,48,12,12,9,12,9,67,66,12,12,12,12,8,12,12,12,154,97,79,40,20,65,12,150
"G09000101101002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1101, Fairfield County, Connecticut",1347,1347,1212,1154,11,0,26,0,7,14,0,14,135,129,0,0,0,0,5,1,0,1,1339,152,130,0,45,106,0,906,"Block Group 2, Census Tract 1101, Fairfield County, Connecticut",252,252,252,257,15,12,28,12,11,18,12,18,97,97,12,12,12,12,9,2,12,2,253,138,149,12,63,88,12,220
"G09000101102011","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110201","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1102.01, Fairfield County, Connecticut",2497,2497,2191,1974,59,0,152,0,0,6,0,6,306,202,0,0,0,0,90,14,0,14,2497,81,70,24,27,156,105,2034,"Block Group 1, Census Tract 1102.01, Fairfield County, Connecticut",363,363,361,355,70,12,133,12,12,12,12,12,121,111,12,12,12,12,90,20,12,20,363,92,63,31,30,127,108,390
"G09000101102012","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110201","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1102.01, Fairfield County, Connecticut",2694,2694,2542,2124,89,0,276,0,0,53,0,53,152,140,0,0,0,0,12,0,0,0,2694,124,10,60,6,164,0,2330,"Block Group 2, Census Tract 1102.01, Fairfield County, Connecticut",397,397,403,383,134,12,229,12,12,91,12,91,125,124,12,12,12,12,18,12,12,12,397,108,14,91,11,174,12,353
"G09000101102021","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110202","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1102.02, Fairfield County, Connecticut",1559,1559,1333,1267,40,0,0,0,0,26,0,26,226,217,0,9,0,0,0,0,0,0,1559,18,14,165,22,0,0,1340,"Block Group 1, Census Tract 1102.02, Fairfield County, Connecticut",269,269,227,215,63,12,12,12,12,42,12,42,209,207,12,15,12,12,12,12,12,12,269,20,22,194,25,12,12,286
"G09000101102022","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110202","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1102.02, Fairfield County, Connecticut",1750,1750,1646,1475,34,0,118,0,0,19,0,19,104,100,0,0,0,0,4,0,0,0,1523,36,55,74,44,136,55,1123,"Block Group 2, Census Tract 1102.02, Fairfield County, Connecticut",290,290,302,286,25,12,100,12,12,30,12,30,101,97,12,12,12,12,9,12,12,12,292,27,59,68,36,105,82,266
"G09000101102023","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110202","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1102.02, Fairfield County, Connecticut",1867,1867,1795,1722,12,0,34,0,15,12,0,12,72,32,0,0,0,34,6,0,0,0,1803,63,6,129,0,17,19,1569,"Block Group 3, Census Tract 1102.02, Fairfield County, Connecticut",284,284,279,281,19,12,49,12,24,18,12,18,71,38,12,12,12,57,14,12,12,12,276,46,14,156,12,21,29,280
"G09000101103011","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110301","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1103.01, Fairfield County, Connecticut",888,888,849,770,0,0,79,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,865,95,0,69,0,63,0,638,"Block Group 1, Census Tract 1103.01, Fairfield County, Connecticut",257,257,262,264,12,12,99,12,12,12,12,12,62,62,12,12,12,12,12,12,12,12,253,106,12,105,12,82,12,209
"G09000101103012","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110301","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1103.01, Fairfield County, Connecticut",1444,1444,1317,1216,16,0,85,0,0,0,0,0,127,119,0,0,0,0,8,0,0,0,1365,0,0,40,0,114,0,1211,"Block Group 2, Census Tract 1103.01, Fairfield County, Connecticut",299,299,305,293,21,12,37,12,12,12,12,12,107,106,12,12,12,12,14,12,12,12,312,12,12,62,12,68,12,306
"G09000101103013","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110301","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1103.01, Fairfield County, Connecticut",1551,1551,1379,1176,101,0,61,0,0,41,0,41,172,30,0,0,0,0,94,48,48,0,1551,41,31,0,68,15,0,1396,"Block Group 3, Census Tract 1103.01, Fairfield County, Connecticut",342,342,292,280,134,12,103,12,12,96,12,96,154,34,12,12,12,12,136,64,64,12,342,96,50,12,79,25,12,362
"G09000101103014","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110301","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1103.01, Fairfield County, Connecticut",2464,2464,2357,2233,84,0,40,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,2434,139,53,0,206,135,76,1825,"Block Group 4, Census Tract 1103.01, Fairfield County, Connecticut",390,390,375,374,100,12,55,12,12,12,12,12,107,107,12,12,12,12,12,12,12,12,375,159,83,12,213,142,112,343
"G09000101103021","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110302","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1103.02, Fairfield County, Connecticut",1277,1277,1147,1012,0,0,112,0,0,23,0,23,130,40,90,0,0,0,0,0,0,0,1277,28,32,0,0,17,0,1200,"Block Group 1, Census Tract 1103.02, Fairfield County, Connecticut",255,255,252,226,12,12,91,12,12,35,12,35,141,54,138,12,12,12,12,12,12,12,255,33,41,12,12,27,12,255
"G09000101103022","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110302","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1103.02, Fairfield County, Connecticut",1260,1260,1234,1091,0,0,109,0,0,34,29,5,26,26,0,0,0,0,0,0,0,0,1260,31,13,56,37,52,0,1071,"Block Group 2, Census Tract 1103.02, Fairfield County, Connecticut",213,213,216,206,12,12,80,12,12,47,46,9,41,41,12,12,12,12,12,12,12,12,213,28,16,61,46,55,12,224
"G09000101104001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1104, Fairfield County, Connecticut",1533,1533,1516,1484,0,5,27,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,1533,23,21,0,0,18,41,1430,"Block Group 1, Census Tract 1104, Fairfield County, Connecticut",244,244,248,251,12,9,33,12,12,12,12,12,27,27,12,12,12,12,12,12,12,12,244,30,15,12,12,25,39,249
"G09000101104002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1104, Fairfield County, Connecticut",2211,2211,2134,2074,0,0,60,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,2211,71,9,0,0,25,0,2106,"Block Group 2, Census Tract 1104, Fairfield County, Connecticut",276,276,280,290,12,12,82,12,12,12,12,12,87,87,12,12,12,12,12,12,12,12,276,106,15,12,12,28,12,271
"G09000101104003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1104, Fairfield County, Connecticut",1253,1253,1190,1169,0,0,21,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,1253,0,16,0,60,18,60,1099,"Block Group 3, Census Tract 1104, Fairfield County, Connecticut",224,224,208,206,12,12,26,12,12,12,12,12,53,53,12,12,12,12,12,12,12,12,224,12,25,12,95,20,79,229
"G09000101105001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1105, Fairfield County, Connecticut",1337,1337,1284,1284,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53,0,0,0,1337,0,48,0,0,0,14,1275,"Block Group 1, Census Tract 1105, Fairfield County, Connecticut",266,266,270,270,12,12,12,12,12,12,12,12,86,12,12,12,12,12,86,12,12,12,266,12,58,12,12,12,22,282
"G09000101105002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1105, Fairfield County, Connecticut",1829,1829,1809,1770,39,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,1829,13,0,0,0,128,34,1654,"Block Group 2, Census Tract 1105, Fairfield County, Connecticut",325,325,318,318,61,12,12,12,12,12,12,12,31,31,12,12,12,12,12,12,12,12,325,21,12,12,12,129,54,355
"G09000101105003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1105, Fairfield County, Connecticut",1368,1368,1313,1298,0,0,15,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,1336,56,0,23,0,0,0,1257,"Block Group 3, Census Tract 1105, Fairfield County, Connecticut",353,353,350,358,12,12,23,12,12,12,12,12,66,66,12,12,12,12,12,12,12,12,318,51,12,34,12,12,12,283
"G09000101105004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1105, Fairfield County, Connecticut",1546,1546,1504,1428,1,0,33,0,0,42,0,42,42,42,0,0,0,0,0,0,0,0,1546,3,30,45,0,0,0,1468,"Block Group 4, Census Tract 1105, Fairfield County, Connecticut",327,327,315,284,3,12,50,12,12,60,12,60,66,66,12,12,12,12,12,12,12,12,327,4,47,68,12,12,12,351
"G09000101106001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1106, Fairfield County, Connecticut",866,866,866,778,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,129,42,93,0,602,"Block Group 1, Census Tract 1106, Fairfield County, Connecticut",372,372,372,357,12,12,141,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,372,12,12,192,50,151,12,295
"G09000101106002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1106, Fairfield County, Connecticut",1877,1877,1512,1512,0,0,0,0,0,0,0,0,365,184,0,0,0,0,64,117,117,0,1877,0,75,51,0,126,140,1485,"Block Group 2, Census Tract 1106, Fairfield County, Connecticut",381,381,403,403,12,12,12,12,12,12,12,12,265,156,12,12,12,12,116,155,155,12,381,12,83,62,12,157,198,359
"G09000101106003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1106, Fairfield County, Connecticut",2334,2334,2239,2238,1,0,0,0,0,0,0,0,95,94,0,0,0,0,1,0,0,0,2334,4,55,0,35,140,0,2100,"Block Group 3, Census Tract 1106, Fairfield County, Connecticut",409,409,409,409,3,12,12,12,12,12,12,12,89,89,12,12,12,12,3,12,12,12,409,10,85,12,40,153,12,390
"G09000101106004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"110600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1106, Fairfield County, Connecticut",3167,3167,3146,3005,0,0,141,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,3167,139,24,0,14,0,0,2990,"Block Group 4, Census Tract 1106, Fairfield County, Connecticut",508,508,509,529,12,12,110,12,12,12,12,12,32,12,12,12,12,12,32,12,12,12,508,168,37,12,23,12,12,526
"G09000102001001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2001, Fairfield County, Connecticut",1902,1902,1793,1566,55,0,163,0,0,9,0,9,109,61,7,0,7,0,34,0,0,0,1902,55,38,11,63,84,58,1593,"Block Group 1, Census Tract 2001, Fairfield County, Connecticut",300,300,308,333,62,12,109,12,12,16,12,16,88,69,12,12,11,12,52,12,12,12,300,55,64,18,62,63,65,297
"G09000102001002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2001, Fairfield County, Connecticut",1720,1720,1542,1329,2,0,193,0,0,18,0,18,178,93,0,0,0,0,85,0,0,0,1720,1,41,48,2,163,202,1263,"Block Group 2, Census Tract 2001, Fairfield County, Connecticut",321,321,282,268,4,12,140,12,12,26,12,26,150,103,12,12,12,12,104,12,12,12,321,2,39,60,4,111,213,309
"G09000102002001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2002, Fairfield County, Connecticut",2286,2286,1948,1473,150,0,325,0,0,0,0,0,338,166,40,0,0,0,132,0,0,0,2286,36,74,133,78,100,16,1849,"Block Group 1, Census Tract 2002, Fairfield County, Connecticut",442,442,416,358,225,12,204,12,12,12,12,12,150,143,72,12,12,12,95,12,12,12,442,43,96,102,134,136,27,428
"G09000102002002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2002, Fairfield County, Connecticut",922,922,900,862,15,0,0,0,0,23,0,23,22,0,0,0,0,0,0,22,0,22,922,79,0,0,21,0,71,751,"Block Group 2, Census Tract 2002, Fairfield County, Connecticut",321,321,316,312,26,12,12,12,12,38,12,38,36,12,12,12,12,12,12,36,12,36,321,80,12,12,34,12,121,347
"G09000102002003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2002, Fairfield County, Connecticut",1057,1057,993,993,0,0,0,0,0,0,0,0,64,17,0,0,0,0,47,0,0,0,927,0,0,64,14,67,0,782,"Block Group 3, Census Tract 2002, Fairfield County, Connecticut",403,403,403,403,12,12,12,12,12,12,12,12,79,26,12,12,12,12,75,12,12,12,252,12,12,89,23,104,12,214
"G09000102002004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2002, Fairfield County, Connecticut",708,708,689,533,0,0,134,0,0,22,0,22,19,19,0,0,0,0,0,0,0,0,708,3,36,59,49,32,56,473,"Block Group 4, Census Tract 2002, Fairfield County, Connecticut",235,235,236,194,12,12,154,12,12,36,12,36,30,30,12,12,12,12,12,12,12,12,235,4,38,100,78,37,89,205
"G09000102003011","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200301","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2003.01, Fairfield County, Connecticut",1706,1706,1595,1448,10,0,62,0,60,15,0,15,111,20,0,0,0,0,71,20,20,0,1706,1,54,11,105,3,0,1532,"Block Group 1, Census Tract 2003.01, Fairfield County, Connecticut",242,242,239,250,15,12,73,12,67,19,12,19,116,23,12,12,12,12,91,30,30,12,242,4,61,16,127,6,12,257
"G09000102003012","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200301","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2003.01, Fairfield County, Connecticut",1740,1740,1600,1600,0,0,0,0,0,0,0,0,140,108,0,0,0,0,32,0,0,0,1740,3,33,48,34,29,0,1593,"Block Group 2, Census Tract 2003.01, Fairfield County, Connecticut",238,238,255,255,12,12,12,12,12,12,12,12,105,93,12,12,12,12,48,12,12,12,238,7,37,73,56,40,12,256
"G09000102003013","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200301","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2003.01, Fairfield County, Connecticut",2002,2002,1731,1563,44,0,99,0,0,25,0,25,271,100,0,0,0,0,132,39,39,0,1841,82,0,16,106,39,0,1598,"Block Group 3, Census Tract 2003.01, Fairfield County, Connecticut",278,278,297,321,48,12,87,12,12,31,12,31,180,73,12,12,12,12,126,56,56,12,266,64,12,15,154,57,12,263
"G09000102003021","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200302","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2003.02, Fairfield County, Connecticut",1381,1381,1381,1364,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,0,37,5,91,0,1218,"Block Group 1, Census Tract 2003.02, Fairfield County, Connecticut",245,245,245,248,9,12,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,241,12,12,62,11,125,12,234
"G09000102003022","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200302","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2003.02, Fairfield County, Connecticut",555,555,542,499,0,25,0,0,0,18,0,18,13,13,0,0,0,0,0,0,0,0,555,0,0,41,25,103,0,386,"Block Group 2, Census Tract 2003.02, Fairfield County, Connecticut",159,159,157,146,12,38,12,12,12,28,12,28,20,20,12,12,12,12,12,12,12,12,159,12,12,64,38,125,12,136
"G09000102003023","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200302","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2003.02, Fairfield County, Connecticut",1449,1449,1449,1445,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,20,29,10,0,0,9,1381,"Block Group 3, Census Tract 2003.02, Fairfield County, Connecticut",286,286,286,286,12,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,286,23,29,16,12,12,14,291
"G09000102003024","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"200302","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2003.02, Fairfield County, Connecticut",1941,1941,1883,1760,25,0,69,18,0,11,0,11,58,58,0,0,0,0,0,0,0,0,1941,29,0,19,2,0,32,1859,"Block Group 4, Census Tract 2003.02, Fairfield County, Connecticut",264,264,278,275,39,12,81,27,12,17,12,17,63,63,12,12,12,12,12,12,12,12,264,43,12,24,4,12,48,268
"G09000102051001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2051, Fairfield County, Connecticut",1553,1553,1489,1381,7,0,101,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,1553,0,7,10,119,6,0,1411,"Block Group 1, Census Tract 2051, Fairfield County, Connecticut",292,292,285,281,14,12,102,12,12,12,12,12,66,66,12,12,12,12,12,12,12,12,292,12,11,12,115,10,12,290
"G09000102051002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2051, Fairfield County, Connecticut",1984,1984,1853,1407,53,0,351,0,0,42,0,42,131,102,0,0,0,0,29,0,0,0,1984,23,0,130,27,47,42,1715,"Block Group 2, Census Tract 2051, Fairfield County, Connecticut",272,272,294,288,74,12,219,12,12,51,12,51,100,93,12,12,12,12,45,12,12,12,272,26,12,166,26,52,66,241
"G09000102051003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2051, Fairfield County, Connecticut",811,811,804,628,0,0,161,0,0,15,15,0,7,7,0,0,0,0,0,0,0,0,811,50,0,0,10,0,7,744,"Block Group 3, Census Tract 2051, Fairfield County, Connecticut",236,236,236,160,12,12,182,12,12,21,21,12,12,12,12,12,12,12,12,12,12,12,236,68,12,12,14,12,10,219
"G09000102052001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2052, Fairfield County, Connecticut",2012,2012,1998,1984,0,0,0,0,14,0,0,0,14,14,0,0,0,0,0,0,0,0,2012,33,96,0,0,13,0,1870,"Block Group 1, Census Tract 2052, Fairfield County, Connecticut",417,417,415,416,12,12,12,12,23,12,12,12,24,24,12,12,12,12,12,12,12,12,417,38,109,12,12,21,12,426
"G09000102052002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2052, Fairfield County, Connecticut",2654,2654,2614,2463,14,0,71,0,54,12,0,12,40,40,0,0,0,0,0,0,0,0,2654,50,0,21,18,19,0,2546,"Block Group 2, Census Tract 2052, Fairfield County, Connecticut",334,334,328,321,24,12,77,12,89,18,12,18,64,64,12,12,12,12,12,12,12,12,334,85,12,32,52,30,12,340
"G09000102052003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2052, Fairfield County, Connecticut",1786,1786,1761,1734,0,0,13,0,0,14,0,14,25,23,0,0,0,0,2,0,0,0,1786,48,4,4,33,17,20,1660,"Block Group 3, Census Tract 2052, Fairfield County, Connecticut",290,290,289,291,12,12,21,12,12,21,12,21,31,31,12,12,12,12,4,12,12,12,290,78,5,5,51,28,30,268
"G09000102053001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2053, Fairfield County, Connecticut",2422,2422,2378,2278,18,0,14,0,0,68,0,68,44,44,0,0,0,0,0,0,0,0,2422,8,35,28,46,89,68,2148,"Block Group 1, Census Tract 2053, Fairfield County, Connecticut",406,406,405,409,29,12,22,12,12,80,12,80,39,39,12,12,12,12,12,12,12,12,406,9,32,35,57,139,106,388
"G09000102053002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2053, Fairfield County, Connecticut",1973,1973,1664,1572,46,0,46,0,0,0,0,0,309,140,0,0,0,0,0,169,116,53,1973,33,185,58,0,154,0,1543,"Block Group 2, Census Tract 2053, Fairfield County, Connecticut",629,629,525,517,78,12,84,12,12,12,12,12,283,167,12,12,12,12,12,182,172,83,629,40,173,73,12,240,12,567
"G09000102053003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"205300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2053, Fairfield County, Connecticut",1775,1775,1682,1413,0,0,265,0,0,4,0,4,93,74,0,0,0,19,0,0,0,0,1775,22,8,0,40,0,0,1705,"Block Group 3, Census Tract 2053, Fairfield County, Connecticut",417,417,424,365,12,12,216,12,12,10,12,10,100,94,12,12,12,31,12,12,12,12,417,31,19,12,66,12,12,411
"G09000102101001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2101, Fairfield County, Connecticut",1187,1187,348,237,10,0,34,42,0,25,0,25,839,178,0,0,0,0,608,53,37,16,1109,102,13,26,74,154,25,715,"Block Group 1, Census Tract 2101, Fairfield County, Connecticut",499,499,163,106,20,12,43,54,12,39,12,39,497,167,12,12,12,12,471,57,52,24,487,103,21,43,125,148,40,470
"G09000102101002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2101, Fairfield County, Connecticut",1175,1175,602,441,131,0,0,0,0,30,0,30,573,184,0,0,0,0,389,0,0,0,1175,67,234,55,0,20,194,605,"Block Group 2, Census Tract 2101, Fairfield County, Connecticut",422,422,245,220,163,12,12,12,12,49,12,49,354,180,12,12,12,12,311,12,12,12,422,69,154,56,12,26,254,340
"G09000102101003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2101, Fairfield County, Connecticut",3668,3668,1486,1062,32,13,205,0,129,45,0,45,2182,751,0,13,0,0,1371,47,0,47,3668,464,549,323,151,143,50,1988,"Block Group 3, Census Tract 2101, Fairfield County, Connecticut",739,739,319,304,39,26,163,12,164,44,12,44,749,443,12,21,12,12,616,56,12,56,739,342,347,160,200,187,59,591
"G09000102102001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2102, Fairfield County, Connecticut",1639,1639,871,266,157,0,316,0,87,45,0,45,768,97,0,0,0,0,567,104,68,36,1613,260,365,62,180,27,0,719,"Block Group 1, Census Tract 2102, Fairfield County, Connecticut",465,465,320,122,104,12,267,12,133,47,12,47,346,93,12,12,12,12,318,74,58,40,454,175,220,73,163,42,12,309
"G09000102102002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2102, Fairfield County, Connecticut",1571,1571,691,512,68,0,17,0,61,33,11,22,880,44,31,0,0,0,697,108,20,88,1043,38,250,70,202,153,0,330,"Block Group 2, Census Tract 2102, Fairfield County, Connecticut",452,452,152,126,37,12,21,12,57,27,17,24,440,36,43,12,12,12,418,126,27,123,446,36,204,57,221,147,12,205
