"","GEOID2","GEOID","GEO_label","total.x","under_50","from_50_to_75","from_75_to_99","from_100_to_124","from_125_to_149","from_150_to_174","from_175_to_184","from_185_to_199","from_200_up","below_200","fraction_below_200","over_30_under_200","total.y","not_Hispanic_or_Latino","non_HL_white","non_HL_Black","non_HL_AIAN","non_HL_Asian","non_HL_NHOPI","non_HL_other","non_HL_2_plus","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_white","percent_Black","percent_HL","percent_AIAN","percent_Asian","percent_NHOPI","percent_other"
"451","090010807002","1500000US090010807002","Block Group 2, Census Tract 807, Fairfield County, Connecticut",978,32,11,0,12,6,13,22,0,882,96,0.09816,"no",978,844,811,22,0,0,0,0,11,134,113,0,0,0,0,21,0,0.82924,0.02249,0.13701,0,0,0,0
"452","090010808001","1500000US090010808001","Block Group 1, Census Tract 808, Fairfield County, Connecticut",854,8,0,0,12,7,15,7,0,805,49,0.05738,"no",854,828,799,14,0,0,0,0,15,26,26,0,0,0,0,0,0,0.9356,0.01639,0.03044,0,0,0,0
"453","090010808002","1500000US090010808002","Block Group 2, Census Tract 808, Fairfield County, Connecticut",795,0,0,27,5,19,28,14,0,702,93,0.11698,"no",795,767,735,0,0,18,0,0,14,28,28,0,0,0,0,0,0,0.92453,0,0.03522,0,0.02264,0,0
"454","090010808003","1500000US090010808003","Block Group 3, Census Tract 808, Fairfield County, Connecticut",981,5,0,15,0,17,0,0,5,939,42,0.04281,"no",981,887,874,13,0,0,0,0,0,94,94,0,0,0,0,0,0,0.89093,0.01325,0.09582,0,0,0,0
"455","090010808004","1500000US090010808004","Block Group 4, Census Tract 808, Fairfield County, Connecticut",1036,52,0,0,14,7,31,32,0,900,136,0.13127,"no",1052,1036,960,19,0,46,0,6,5,16,16,0,0,0,0,0,0,0.91255,0.01806,0.01521,0,0.04373,0,0.0057
"456","090010808005","1500000US090010808005","Block Group 5, Census Tract 808, Fairfield County, Connecticut",1019,4,0,6,0,13,5,4,15,972,47,0.04612,"no",1019,984,950,34,0,0,0,0,0,35,0,0,0,0,0,35,0,0.93229,0.03337,0.03435,0,0,0,0
"457","090010809001","1500000US090010809001","Block Group 1, Census Tract 809, Fairfield County, Connecticut",2049,26,6,21,32,91,14,23,62,1774,275,0.13421,"no",2049,2009,1903,86,16,0,0,0,4,40,25,0,0,0,0,15,0,0.92875,0.04197,0.01952,0.00781,0,0,0
"458","090010809002","1500000US090010809002","Block Group 2, Census Tract 809, Fairfield County, Connecticut",1597,10,26,14,0,50,41,6,20,1430,167,0.10457,"no",1597,1445,1269,76,0,25,0,56,19,152,69,0,0,0,0,83,0,0.79461,0.04759,0.09518,0,0.01565,0,0.03507
"459","090010809003","1500000US090010809003","Block Group 3, Census Tract 809, Fairfield County, Connecticut",1069,5,7,0,13,0,12,0,54,978,91,0.08513,"no",1069,995,978,4,0,0,0,0,13,74,51,0,0,0,0,19,4,0.91487,0.00374,0.06922,0,0,0,0
"460","090010810001","1500000US090010810001","Block Group 1, Census Tract 810, Fairfield County, Connecticut",1404,9,37,0,18,0,53,0,10,1277,127,0.09046,"no",1404,1340,1285,0,0,34,0,0,21,64,12,0,0,0,0,52,0,0.91524,0,0.04558,0,0.02422,0,0
"461","090010810002","1500000US090010810002","Block Group 2, Census Tract 810, Fairfield County, Connecticut",926,11,7,0,28,0,48,0,0,832,94,0.10151,"no",926,926,880,9,0,31,0,0,6,0,0,0,0,0,0,0,0,0.95032,0.00972,0,0,0.03348,0,0
"462","090010810003","1500000US090010810003","Block Group 3, Census Tract 810, Fairfield County, Connecticut",1887,78,12,85,17,63,68,60,43,1461,426,0.22576,"no",1887,1728,1484,145,0,41,0,0,58,159,123,0,0,0,0,36,0,0.78643,0.07684,0.08426,0,0.02173,0,0
"463","090010811001","1500000US090010811001","Block Group 1, Census Tract 811, Fairfield County, Connecticut",1389,93,0,67,8,15,12,6,30,1158,231,0.16631,"no",1389,1316,1267,0,0,49,0,0,0,73,73,0,0,0,0,0,0,0.91217,0,0.05256,0,0.03528,0,0
"464","090010811002","1500000US090010811002","Block Group 2, Census Tract 811, Fairfield County, Connecticut",1533,38,7,29,0,10,12,5,5,1427,106,0.06915,"no",1533,1495,1473,0,0,0,0,0,22,38,38,0,0,0,0,0,0,0.96086,0,0.02479,0,0,0,0
"465","090010811003","1500000US090010811003","Block Group 3, Census Tract 811, Fairfield County, Connecticut",1614,75,13,28,6,28,10,0,17,1437,177,0.10967,"no",1626,1588,1532,26,0,0,0,0,30,38,22,9,0,0,0,7,0,0.94219,0.01599,0.02337,0,0,0,0
"466","090010812001","1500000US090010812001","Block Group 1, Census Tract 812, Fairfield County, Connecticut",1352,0,0,17,0,6,9,5,6,1309,43,0.0318,"no",1352,1316,1220,23,0,15,0,0,58,36,25,0,0,0,0,11,0,0.90237,0.01701,0.02663,0,0.01109,0,0
"467","090010812002","1500000US090010812002","Block Group 2, Census Tract 812, Fairfield County, Connecticut",1549,7,0,0,0,6,13,31,16,1476,73,0.04713,"no",1549,1434,1369,33,0,32,0,0,0,115,72,0,0,0,0,0,43,0.8838,0.0213,0.07424,0,0.02066,0,0
"468","090010812003","1500000US090010812003","Block Group 3, Census Tract 812, Fairfield County, Connecticut",1124,13,5,0,23,0,56,7,0,1020,104,0.09253,"no",1124,1110,1110,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0.98754,0,0.01246,0,0,0,0
"469","090010812004","1500000US090010812004","Block Group 4, Census Tract 812, Fairfield County, Connecticut",1014,0,6,14,6,0,17,7,26,938,76,0.07495,"no",1014,1008,939,51,0,0,0,0,18,6,6,0,0,0,0,0,0,0.92604,0.0503,0.00592,0,0,0,0
